PMID,country
20823169,Ont
23630244,Ont
27956393,Ont
16770694,United States
19452271,United States
23001413,United States
29846836,United States
29846836,Uganda
32399799,United States
17703976,United States
26241543,China
31002147,Spain
34787873,Italy
36111922,Turkey
36876691,Egypt
37318485,China
37750626,China
16606474,Germany
18416847,France
19664253,Italy
22340283,United States
11353931,Germany
31775844,Brazil
33845874,France
34465357,Thailand
37076861,Italy
37147690,Australia
37147690,Germany
37147690,United Kingdom
37147690,United States
39026242,China
39026242,United States
32107364,China
27114335,United States
31652022,United States
31347247,China
31347247,United States
26463420,Germany
25497115,United States
25541100,Canada
25541100,United States
31439512,Denmark
31439512,Germany
31439512,Ireland
31439512,United Kingdom
31439512,United States
17381934,United States
33050974,Australia
38751228,Brazil
38751228,Panama
38751228,United States
38751228,Uruguay
23039968,South Africa
24476560,United Kingdom
29352829,Belgium
29352829,Mali
30345939,United States
15047787,United States
31115552,Greece
31115552,Romania
26517583,United States
26517583,Australia
34756350,Belgium
12624564,United States
26603536,France
26603536,Germany
26603536,Spain
26603536,United Kingdom
31256137,Netherlands
31683483,Japan
32280092,United States
34776442,United States
25105742,Australia
27661466,United States
19251767,United States
20576800,United States
21504883,United States
22218402,United States
23410803,United States
24935755,United States
26567274,United States
27613888,United States
29059451,United States
34953166,United States
34906487,France
34906487,Germany
34906487,Israel
34906487,United States
34906487,United Kingdom
34040191,United States
31899509,Australia
31899509,Spain
31899509,United Kingdom
14609439,Austria
17559710,Brazil
19341510,Germany
22313550,India
27124589,United Kingdom
34223683,United Kingdom
33938829,India
31190590,Australia
31190590,South Africa
34907813,United States
10612357,France
18057477,India
21992867,Mexico
34374086,United States
2653972,Bangladesh
1969833,United Kingdom
1905672,United Kingdom
8707127,Egypt
8707128,United Kingdom
9026477,Norway
11171825,United Kingdom
11839708,China
12477770,Netherlands
22717454,Belgium
31285357,Austria
31285357,Belgium
31285357,Canada
31285357,Czechia
31285357,Italy
31285357,Netherlands
31285357,Turkey
31285357,United Kingdom
31285357,United States
34353864,Mexico
34353864,United Kingdom
35428657,Germany
15985559,United States
1588289,United States
19155521,United States
24652286,Florida  and
22130667,Taiwan
21636073,United States
15888211,260-8670 Japan
7798977,India
14617703,Italy
1801808,Belgium
14699230,India
26686960,Canada
26686960,United States
28965718,United Kingdom
33485453,Canada
33485453,United Kingdom
33485453,United States
37573859,Germany
37573859,United Kingdom
37075781,Belgium
37075781,Chile
37075781,China
37075781,France
37075781,Germany
37075781,Japan
37075781,Netherlands
37075781,South Korea
37075781,United Kingdom
37075781,United States
39153818,Switzerland
39153818,Tanzania
7910322,Netherlands
26376388,China
27057878,China
27175706,South Korea
27495097,France
35801763,Japan
36451459,China
36749255,Brazil
36827015,China
38489715,South Korea
28471973,South Korea
29390538,China
29443750,China
29668611,China
30235727,South Korea
30946382,China
30946382,Qinhuangdao
31764775,Ministry of Education
31764775,China
31852085,United States
32221086,China
32221086,Shanghai Cancer Center
32221086,Shanghai Medical College
32282719,United States
32282719,Sichuan Province
33031335,Faculty of Education
33031335,Nigeria
33031335,South Africa
33217829,South Korea
34477119,China
34559133,Poland
30657023,Malawi
30657023,South Africa
30657023,United States
30657023,Uganda
30657023,Zimbabwe
18763292,China
11833075,China
16937509,China
17696229,India
20806430,Egypt
22611315,Croatia
25152604,China
25206295,Finland
28082820,China
16449370,Switzerland
20463186,Germany
16697231,Nigeria
28503808,India
28503808,United Kingdom
23577643,United States
29283470,United States
29283470,China
29283470,Missouri
36314293,Canada
36314293,United States
28736942,Australia
28736942,France
28736942,Spain
28736942,United Kingdom
28736942,United States
29493118,Austria
29493118,Denmark
29493118,Virginia
30851062,Argentina
30851062,Brazil
30851062,United States
30851062,China
31414562,Netherlands
32227432,Canada
32227432,Connecticut
32227432,Germany
32227432,Mississippi
32227432,Norway
34981622,Canada
34981622,Germany
34981622,Italy
34981622,Poland
34981622,United Kingdom
34981622,United States
37934354,China
29947751,Denmark
29947751,Germany
29947751,Poland
29947751,United Kingdom
29947751,United States
38582974,Belgium
38582974,Canada
38582974,Czechia
38582974,France
38582974,Germany
38582974,Netherlands
38582974,United States
26091594,United States
15791969,India
17212893,United States
9876706,Australia
9876730,Spain
32336008,United Kingdom
20511183,France
21297127,United States
25314964,Illinois
28575464,Spain
34850167,Australia
34850167,Canada
34850167,Denmark
34850167,France
34850167,Germany
34850167,Ireland
34850167,Japan
34850167,Poland
34850167,South Korea
34850167,Spain
34850167,Sweden
34850167,Switzerland
34850167,United Kingdom
34850167,United States
38853689,Japan
38853689,South Korea
38853689,United States
25302753,Netherlands
28251755,Italy
28251755,Poland
28251755,United Kingdom
28251755,United States
28251755,Netherlands
35417089,Italy
26011677,France
26011677,Germany
26011677,Greece
26011677,Poland
26011677,United States
26011677,Netherlands
19789401,Germany
23291728,United States
18490196,United States
25655898,Japan
27338954,United States
28079300,United States
30973207,China
36370176,Belgium
36370176,United Kingdom
32044880,United States
18715213,United States
26237308,United States
26237308,Colorado
26237308,Georgia
26237308,Israel
26237308,Oregon
32163723,Spain
32163723,United Kingdom
33259257,Canada
33259257,United States
20068553,United States
28129122,United States
28749822,United States
18645518,United States
24525470,United States
31948903,Japan
31948903,United States
31948903,South Korea
31948903,Netherlands
39232917,Greece
39232917,Italy
39232917,United States
34179932,Email:
26812508,E-mail:
26812508,-paris13fr
29447382,United States
28884268,United States
39093518,Denmark
30378087,United States
29236921,Brazil
29236921,United States
17713693,Brazil
27449488,Canada
27449488,Italy
16878187,Brazil
19466288,Brazil
21971895,Brazil
34585654,Australia
21205129,United States
15807716,United Kingdom
15694878,United States
17113350,Israel
20400377,United States
21497140,Brazil
22208805,United States
31904502,Israel
31904502,United States
34847453,Belgium
11001761,Switzerland
11440918,Netherlands
15367399,Sweden
27221118,Netherlands
25827594,Japan
25827594,United Kingdom
25827594,and
29183872,Australia
29183872,Germany
12529263,United States
19342506,United States
12730050,Denmark
29167117,Frederiksberg
29167117,Denmark
11124134,Austria
17409263,Canada
37642281,United States
22461178,Japan
28724547,Japan
28724547,United States
28724547,and
25876654,Montana
15572523,United States
15467003,United States
19938140,Spain
12514774,United States
11862588,France
12942452,Spain
19047509,Colombia
28183321,Italy
28183321,South Korea
28183321,Poland
28183321,China
28183321,Switzerland
28183321,United Kingdom
28183321,United States
31277699,United States
12811950,Israel
24334183,Missouri
25720763,United States
36250647,United States
16131700,United Kingdom
34049484,Germany
34049484,United States
35451351,Italy
30921977,South Korea
27487912,United States
20714766,Poland
27826654,Brazil
27826654,United Kingdom
27826654,United States
28349262,United Kingdom
33426575,New Zealand
36053364,United Kingdom
39017740,United Kingdom
39017740,United States
26092816,Australia
26092816,Canada
26092816,India
26092816,Italy
26092816,Switzerland
26092816,United States
26092816,International Breast Cancer Study Group
27498080,Spain
27498080,United Kingdom
27498080,United States
31806540,Australia
31806540,Spain
31806540,United Kingdom
34000246,Belgium
34000246,France
34000246,Germany
34000246,Greece
34000246,Italy
34000246,Spain
34000246,Switzerland
34000246,United States
38806882,Italy
24754273,Japan
19902797,Australia
25599904,China
31012865,Germany
33835035,United States
36006686,Croatia
38117552,Japan
38373022,Japan
39235836,United States
27122359,Netherlands
33151151,Australia
33151151,Brazil
34842540,New Zealand
34842540,United States
36416882,China
28701292,China
28701292,Finland
28701292,United Kingdom
15631970,Australia
36245436,Australia
36245436,Taiwan
22005160,Taiwan
33670519,Poland
33421928,India
17407593,United States
26199083,Netherlands
25887759,Netherlands
25887747,United Kingdom
31699046,United Kingdom
22935444,China
24966007,Thailand
23206898,South Korea
23865418,Japan
26248851,Australia
26248851,New Zealand
28728552,Australia
28728552,Canada
31829138,Malaysia
20144231,Switzerland
23170896,United Kingdom
24612467,Germany
24641777,Australia
39604891,South Korea
26059447,Germany
26694748,Germany
27908282,France
28464804,South Korea
28810837,France
30253746,Germany
34663254,Belgium
35752785,Norway
37400788,China
25885553,Brazil
27491453,Switzerland
26863870,United Kingdom
29415684,China
31722702,Germany
32423396,Iran
27484701,100050
27484701,China
27484701,United States
28438121,Egypt
32682397,South Korea
34809573,Ethiopia
35346041,China
35448942,Egypt
36344917,Egypt
37434138,China
39528975,China
20687927,Italy
25495543,Denmark
28143388,Netherlands
32795267,Sweden
35152886,Sweden
35152886,Netherlands
35152886,United Kingdom
35152886,United States
35279070,United Kingdom
23324207,United States
18312649,United States
30115037,Germany
32711460,United Kingdom
34865624,Netherlands
34865624,Spain
37759174,India
37759174,United Kingdom
37759174,United States
24625322,China
36755231,Brazil
36755231,Netherlands
36755231,United States
37098505,Iran
22011335,Australia
26265075,Brazil
26572609,Sweden
28854884,France
38570773,Switzerland
38658827,Incheon
38658827,South Korea
38816804,Taiwan
24354588,Netherlands
25551178,Australia
27612949,Turkey
29463233,Bangladesh
29463233,South Korea
29463233,United States
29463233,United Kingdom
31606032,Malawi
31606032,South Africa
31606032,United Kingdom
31952493,Netherlands
37658305,United States
39103794,Iran
28143434,China
21819556,South Africa
24004540,South Korea
27530735,Canada
27530735,Netherlands
15458569,SO17 1BJ
24559217,Canada
21961763,United Kingdom
21995514,United States
22034906,United States
25934131,Poland
26888208,Netherlands
27098817,Denmark
27769201,Germany
27769201,Netherlands
30071838,Greece
30071838,United Kingdom
30333004,Netherlands
36918838,Japan
38992619,Iran
21320331,United States
23305566,Brazil
19480671,Denmark
19825193,Australia
20696032,Australia
22994910,Australia
23419053,United Kingdom
23594381,Spain
27401980,United States
27552840,Australia
27745552,India
27745552,Sweden
30111291,Norway
30092768,United Kingdom
30526539,Canada
30526560,Bangladesh
31196052,United States
31992269,Australia
31992269,United Kingdom
33032564,Chile
33032564,Spain
33032564,United Kingdom
33203433,United Kingdom
33203433,United States
33198700,Special Administrative Region of China
36451178,Australia
36451178,South Africa
36451178,United States
26487563,Brazil
33882893,Germany
34814865,Denmark
36096832,China
38167022,China
15588275,Turkey
15760468,Canada
18377636,Denmark
19216734,South Korea
20144188,Netherlands
22494776,Finland
23356455,Finland
24559487,Denmark
29562893,China
30053843,China
30121091,Canada
31286929,Australia
31286929,Norway
31351457,Austria
31351457,Germany
31830963,Japan
35927645,Poland
39127622,Turkey
23153188,Netherlands
23173721,Italy
25964116,South Korea
32962673,Egypt
35449097,Malaysia
32522171,Italy
32522171,Russia
32522171,Spain
32522171,Switzerland
12752317,Switzerland 4002
22300538,Germany
22759200,United States
21466650,France
27340950,United States
16084470,United States
12861468,Switzerland
18205096,Netherlands
24604894,Spain
26194361,China
26194361,United Kingdom
26194361,United States
17225034,Sweden
38192160,Switzerland
38192160,Netherlands
38214181,Norway
26573153,Switzerland
26573153,Netherlands
28623918,South Korea
28679410,South Korea
29685141,China
30268162,Iran
28705205,China
33446157,Iran
37940936,Pakistan
37940936,United Kingdom
15327694,Canada
19210767,Netherlands
19821989,United Kingdom
19849857,Netherlands
25248854,United States
26888474,Canada
28228134,Germany
28228134,South Africa
28228134,Tanzania
28228134,United States
29728148,United States
29880047,United States
31791307,United States
32102649,Kenya
32398131,Kenya
32398131,United States
34702280,Germany
34702280,Hungary
34702280,Sweden
15453911,United States
22640463,Australia
24325639,Germany
26768131,Germany
28270204,China
32807151,Iran
32933499,Germany
35300665,United States
36345029,China
39210381,Netherlands
24479892,Turkey
24885938,Argentina
24886444,China
27485432,Brazil
27485432,Netherlands
36368972,Serbia
36496367,Germany
36575444,Chile
36575444,Spain
37667213,Egypt
38114979,Egypt
38519905,China
20193079,United Kingdom
25015176,United States
17144916,Netherlands
30777086,Germany
30777086,Sweden
30777086,United States
33050928,Canada
33050928,Spain
33050928,Sweden
33050928,United States
35597980,Czechia
35597980,Germany
35597980,Italy
35597980,Netherlands
35597980,United Kingdom
35597980,United States
19865527,Portugal
28858203,Brazil
17549891,Russia
24215840,United States
33389521,United States
16637759,Netherlands
37540331,Iran
16484712,United States
30009652,South Korea
32090630,Netherlands
32090630,Sweden
32202163,Luxembourg
34818921,Norway
36419383,China
39548800,Sweden
22878023,Peru
23265995,United Kingdom
35963275,Gabon
35963275,Netherlands
35963275,United Kingdom
35963275,United States
23886142,India
23317185,UAE
29424490,Italy
29424490,United States
22547995,Thailand
24574930,Portugal
26176018,Brazil
22491798,United States
29512041,United States
36129617,Japan
36129617,Taiwan
20625491,Sweden
21410420,United States
21780879,United States
23145834,Italy
23556439,Iran
28629243,India
29415592,Egypt
30173574,Australia
26030681,Nigeria
26030681,United States
26030681,and
18055891,Switzerland
26853719,Azienda Ospedaliera Papa Giovanni XXIII
30333434,Sciences
38811199,Japan Community Healthcare Organization
16501299,Japan
17062965,Japan
19423946,Japan
20679737,South Korea
21821962,Japan
22664798,Japan
22664416,South Korea
22785329,China
23291964,Japan
23018680,Japan
23238368,Japan
23220859,Japan
24882547,Deutsches Herzzentrum Munich
21931273,United States
28028979,Poland
32348038,Australia
32348038,China
18676180,United States
37353276,United Kingdom
18154655,Benin
19454025,Kenya
23866774,France
27881122,China
32580771,Guinea
32580771,United States
39380029,Ethiopia
24350695,Australia
30803353,Italy
21070083,United States
22532252,United States
21321791,Germany
27164900,Austria
30760108,Australia
30760108,United States
37563916,Sweden
23454780,Iran
29852092,Brazil
31314671,Chile
31314671,France
31314671,Serbia
31314671,Spain
34384345,Norway
38967986,Slovakia
27881126,Germany
23034088,Japan
27422625,United Kingdom
32977831,Japan
20663187,United States
21396086,United Kingdom
21439051,Netherlands
25420620,United States
20338043,Italy
26353833,Austria
26353833,Belgium
26353833,Canada
26353833,Czechia
26353833,Netherlands
26353833,Sweden
26353833,United States
26614481,Belgium
26614481,Canada
26614481,France
26614481,Germany
26614481,United States
27716403,United States
30670069,China
31707982,Austria
31707982,United Kingdom
31707982,United States
31783773,Norway
37608391,Ireland
37608391,Saudi Arabia
37608391,United Kingdom
37608391,United States
39026360,Germany
39026360,United Kingdom
32972042,South Korea
36701846,South Korea
33621007,Turkey
33621009,Iran
25889304,Japan
26049727,Japan
23639598,Minnesota
32950748,Belgium
32950748,United States
32950748,Canada
32950748,Indiana
32950748,Japan
32950748,Louisiana
32950748,Netherlands
36809077,United States
22201119,Shizuoka
22240839,Hamamatsu
19444001,Serbia
23298271,China
29908043,Belgium
29908043,United States
30137664,Austria
30137664,Denmark
30137664,Germany
30137664,Poland
30137664,Spain
30137664,Thailand
30137664,Turkey
30137664,United Kingdom
30264918,United States
23433188,Netherlands
20088935,Sweden
16420574,Austria
18088349,Sweden
19804533,United States
23849250,710061 China
26596801,China
26143387,Turkey
37423899,Turkey
33177278,Ltd
33177278,Takara Clinic
17898458,Japan
34996820,Iran
34996820,Orcid ID: 00000002-9989-7908
33200512,Japan
20077576,Ireland
15712594,Argentina
23444345,United States
24585546,Tennessee
23250194,United States
17178006,Australia
24090370,Pakistan
34538239,Canada
34538239,Kenya
34538239,Malawi
34538239,Netherlands
34538239,United Kingdom
37784187,Japan
21798013,Germany
25053129,Italy
26537851,Netherlands
30795781,Finland
30795781,Germany
30795781,United States
26655100,Massachusetts
39219085,Serbia
25072397,Italy
16279294,United States
22167112,United States
24577972,United States
18362020,United States
28251804,India
28251804,United Kingdom
29733102,Sweden
29733102,United Kingdom
16881929,Canada
34971304,Iraq
22891928,China
29117643,Denmark
16364049,Sweden
24938504,Germany
30638484,Taiwan
37678997,Somalia
37678997,Turkey
19574169,India
28638273,South Korea
22662740,Wake Forest School of Medicine
24886191,Australia
24156290,Australia
32183815,Singapore
24718447,United Kingdom
31455105,United States
29433506,Belgium
29433506,Tajikistan
29433506,United Kingdom
29973229,Guatemala
29973229,United Kingdom
29973229,United States
29217923,Ethiopia
33883841,Nigeria
27815185,Germany
38518079,China
28583342,United States
25689364,United Kingdom
27875528,Senegal
27875528,United Kingdom
28654682,United Kingdom
39392862,United Kingdom
39392862,United States
39392862,Zimbabwe
39591427,Australia
39591427,Canada
39591427,United Kingdom
22554394,United States
21897774,Australia
29510791,United States
33928908,Massachusetts
38809948,Sweden
38809948,Switzerland
19105826,Sweden
24093623,Italy
29149855,Switzerland
29183339,Taiwan
31029174,United Kingdom
32138780,Spain
32138780,United Kingdom
32106874,Italy
32106874,Netherlands
36104787,China
36104787,United States
37568216,United States
24082325,Iran
34301513,India
22118842,United States
21284982,Sweden
28273480,United States
38974826,Belgium
38974826,China
29106034,Sweden
18165968,United States
15593395,China
30248943,Australia
31159277,South Africa
31159277,Netherlands
32423151,Taiwan
32708831,Chile
33114186,Canada
35270556,Poland
35270556,Spain
35627343,Germany
36833503,Portugal
36833503,Spain
34682669,South Korea
36078339,Austria
22532802,United Kingdom
23825944,United States
24009500,United States
24497829,United Kingdom
24497829,United States
26379282,Australia
26379282,Canada
26379282,Denmark
26379282,Norway
26379282,Switzerland
35108339,United States
30280670,Brazil
17558630,Iran
19665588,United States
21864718,United States
22449836,United States
24295879,United States
27923612,United States
28986245,United States
29128651,United States
32920242,United States
34776121,United States
39111386,United States
39277168,Sweden
39277168,United Kingdom
21666706,China
31271587,United States
31778431,United States
37331213,Iran
22522761,Brazil
22298852,United Kingdom
26307064,United States
33050833,United Kingdom
34528557,India
34916365,Turkey
25136887,Netherlands
19091990,United Kingdom
28446441,Belgium
28446441,United States
37861611,India
19623189,United States
28883543,Denmark
28883543,United States
31740723,Sweden
31740723,United States
30610138,United States
23833156,United States
28484068,Salt Lake City
24826798,United States
39283290,United Kingdom
21703023,United States
25267385,United States
25592163,United States
30419942,Canada
35120541,Australia
19692911,United States
18368011,United States
21211064,Cameroon
21329501,Australia
23556410,Switzerland
24533890,United Kingdom
21569471,United Kingdom
22141471,United Kingdom
22805300,Denmark
23171567,Brazil
23171601,United Kingdom
23866815,United Kingdom
23866835,China
24160371,United Kingdom
24886348,China
25002101,China
25559090,United Kingdom
25559202,Netherlands
25432688,United Kingdom
25887128,Australia
26573827,Austria
26573827,Kenya
26573827,Switzerland
26573827,United Kingdom
26637993,Denmark
26883504,Netherlands
27449358,Canada
28302179,United States
28431551,India
28431551,Sweden
28431551,United Kingdom
28431551,United States
28807045,Cameroon
28807045,Germany
28807045,Latvia
31815658,United Kingdom
31815658,United States
31864393,China
32398047,Poland
32641097,United Kingdom
33168073,United Kingdom
33168073,United States
33225990,Mexico
33430957,Iran
34702331,United Kingdom
35379296,Germany
35379296,United States
35585641,Australia
35585641,Bangladesh
35585641,Ethiopia
35585641,Indonesia
35585641,Thailand
35585641,United Kingdom
36028915,China
37226214,Australia
37226214,Germany
37226214,Norway
37226214,Poland
37226214,United Kingdom
37735666,China
37773172,Belgium
38509576,Italy
38509576,Netherlands
39363376,China
35143022,Spain
27631821,Italy
27631821,South Korea
27631821,Switzerland
27631821,United States
28972854,Ireland
28972854,United Kingdom
29659413,Japan
23408532,Italy
24733645,United States
17426327,United States
20379151,United States
20379145,United States
18198316,United States
20187944,Spain
20854661,France
21529377,Germany
23497349,Germany
23570391,Netherlands
26223311,Netherlands
33865401,Germany
36935491,China
34819126,Australia
34819126,Malaysia
32089064,United States
30373601,United States
33938765,United States
37632592,United States
38546944,Australia
25873267,United States
25873267,Canada
25873267,Illinois
25873267,Minnesota
25873267,Russia
25873267,South Carolina
25873267,and
19808215,United States
32111701,Australia
32111701,Faculty of Medicine New Zealand
32111701,and
33214158,Australia
33214158,United States
33214158,Canada
33214158,China
33214158,Illinois
33214158,Indiana
33214158,Japan
33214158,Massachusetts
33214158,New Jersey
33214158,Netherlands
33214158,United Kingdom
33214158,Utah
34188459,South Korea
34188459,Taiwan
35221681,Netherlands
22807627,Germany
28652716,CIUSSS de l'Estrie-CHUS
28652716,Canada
28652716,Universite de Sherbrooke
20714373,South Africa
22162648,United States
23293514,Tonomachi
17409936,United Kingdom
17409896,United States
26724474,Massachusetts
26724474,United States
27449804,Canada
30472259,France
30472259,Spain
33307192,China
24736081,Tennessee
18379360,Italy
18449005,United States
19325498,Japan
22982655,Netherlands
22968184,United States
33706522,United States
33706522,Sweden
30788777,Greece
30788777,Switzerland
36213584,China
38951456,China
38951456,United States
31618286,Brazil
26714417,e-mail:
21085607,United States
21738666,United States
22253758,Japan
21984924,United Kingdom
22363623,France
22272248,United States
22348112,Canada
22879908,Netherlands
23383117,France
22792217,Netherlands
22848523,Malaysia
22768319,Japan
22768272,Germany
23554873,United Kingdom
22870216,United States
23056476,United States
23555571,Japan
23405158,Sweden
23418584,Italy
24260192,Germany
24058667,New Zealand
24312545,South Africa
24386372,Germany
24015311,France
24244435,United Kingdom
24349504,France
24349504,United States
24586534,South Africa
24586534,United States
24663388,Denmark
25006678,United Kingdom
25083787,Japan
24846055,United Kingdom
24710108,China
24710108,United States
25768735,Germany
25090414,United States
24914953,Australia
24914953,Netherlands
24797938,Germany
25140822,France
25140822,New Zealand
25140822,Singapore
25774526,Sweden
25285656,Germany
25285656,United Kingdom
25285656,United States
25405724,Peru
25405724,United States
25785460,Australia
25785460,United Kingdom
26020239,South Korea
25974049,Norway
26313005,Thailand
26067423,China
26474075,Colombia
26474075,United States
26317970,Norway
26637178,Iceland
26637178,Netherlands
26699871,Norway
26717405,Thailand
26717405,United States
27167981,India
27167981,United States
26954693,United States
26974332,Belgium
26974332,Greece
26974332,Netherlands
26974332,United Kingdom
26974332,Spain
26974332,Sweden
26901563,Malawi
26901563,United States
27227406,France
27486966,Sweden
27486966,Netherlands
27486966,United Kingdom
26901149,Germany
26859491,Australia
26859491,Canada
26859491,Chile
26859491,China
26859491,France
26859491,Japan
26859491,United Kingdom
27442052,South Korea
27101402,Canada
28085915,Czechia
28085915,France
28085915,Germany
27272332,Taiwan
27571363,Netherlands
28231265,United States
27875564,United States
28328946,Denmark
28328946,Italy
28282419,Finland
28406941,Taiwan
28575010,Mozambique
28575010,Spain
28407025,Japan
28545127,France
28545127,Italy
28545127,South Africa
28797035,Greece
29518077,Germany
29518077,United Kingdom
29771966,Poland
29474418,Netherlands
29474418,United Kingdom
30133467,India
30133467,Sweden
30040817,Canada
30188953,Taiwan
30794667,Japan
30794667,United States
30794667,Zambia
30673748,Japan
29763451,Australia
29763451,Bulgaria
29763451,Thailand
30703126,United States
30682023,Germany
30682023,Spain
30161248,Norway
30901353,Netherlands
30889181,Taiwan
30811431,United Kingdom
30794637,Ghana
30794637,United States
30794645,Norway
30794645,State of Palestine
31318870,Italy
30893349,France
30785941,Germany
30785941,Netherlands
31935249,Brazil
31095586,Canada
31095586,United States
32320457,China
32320457,United States
32210433,Japan
32756556,Germany
32214333,Germany
32898141,Australia
32898141,United Kingdom
32176740,Japan
32941476,Spain
32555624,United States
33373395,South Korea
33690721,Canada
33690721,United States
32584916,Japan
35259151,Malawi
35259151,South Africa
35259151,United States
33444359,United States
34339419,Bangladesh
34292956,Cameroon
34292956,South Africa
34292956,United States
33481828,Czechia
33481828,United States
33326492,South Korea
34855787,United States
34559819,United States
35213585,Ethiopia
35231037,Denmark
36178914,United States
35213618,Germany
36455058,United States
35622854,Argentina
37506163,Belgium
37506163,United Kingdom
37437010,Russia
37437010,United States
36996065,India
37656757,Denmark
37656757,Portugal
37656757,Switzerland
37656757,United States
38466714,United States
38820432,Ireland
39565735,United States
38768164,Israel
39208136,Brazil
39208136,Poland
39208136,United Kingdom
38976692,Germany
38976692,Norway
39432457,China
20011596,United States
20195373,Japan
20140246,United Kingdom
20186323,Japan
20976217,Spain
32464630,Netherlands
33472211,Germany
33472211,Switzerland
31535359,Iran
29097927,China
35585944,China
21594724,United States
30761509,South Korea
30761509,United States
23221809,United States
37789125,United Kingdom
31756189,Germany
31756189,Kenya
31756189,United Kingdom
32196506,Cote d'Ivoire
32196506,Malawi
32196506,Switzerland
32196506,United Kingdom
32196506,Netherlands
18612576,United States
28876549,Japan
26040978,Italy
26040978,Switzerland
26040978,United States
27928709,Germany
36415112,China
23171533,Brazil
21303631,United States
23294793,United States
28264186,France
25759183,Germany
25759183,-cocom
25759183,United States
25802471,United States
22105061,United States
28076496,Brazil
33973154,United States
26065866,Harvard Medical School
26065866,Icahn School of Medicine at Mount Sinai
35611667,South Korea
37848970,United States
21362155,United States
32237208,United States
28925286,United States
32653666,Turkey
31909470,Poland
24758527,France
29530088,Cote d'Ivoire
29530088,Switzerland
19041835,France
28215058,Spain -
28215058,Spain
29904047,Egypt -
29904047,Egypt
29904047,Saudi Arabia
34042408,South Korea -
34042408,South Korea
37350165,Czechia
37350165,Greece -
37350165,Greece
21255753,United States
31221553,United States
31521543,Australia
31521543,Canada
31676301,Italy
31676301,United States
33785406,Canada
33785406,Israel
33785406,United States
19695539,Austria
20650437,United States
24440015,United States
24440015,Canada
24440015,Connecticut
24440015,Delaware
24440015,Georgia
24440015,Kentucky
24440015,Missouri
24440015,Tennessee
27388820,Belgium
27388820,Canada
27388820,Italy
27388820,Latvia
27388820,Massachusetts
27388820,New Hampshire
27388820,United States
27388820,North Carolina
27388820,Poland
27388820,Tennessee
27388820,Netherlands
27388820,United Kingdom
27321197,Australia
27321197,China
27321197,United Kingdom
27321197,United States
30740923,China
31674134,United Kingdom
32701208,France
36316797,Netherlands
36879397,Sweden
21914148,India
25847610,Germany
32996689,Canada
32996689,China
19053956,Japan
19878123,Greece
20039848,Sweden
20384591,India
29474820,Turkey
24283202,United States
26745715,Japan
35417915,United Kingdom
36195053,Israel
35266378,Turkey
26966106,Poland
23924050,United States
28892591,Netherlands
28892591,United States
34558200,United States
35986664,Japan
35986664,United States
36166682,United States
29700058,CS)
29700058,FJK)
29700058,France
29700058,Germany
29700058,Italy
29700058,KRJC)
29700058,MS)
29700058,Spain
29700058,Netherlands
25330837,China
38191449,Iran
38997723,Iran
31322200,Greece
31322200,Romania
32103903,China
35370398,China
38596929,New Jersey
38596929,Pennsylvania
30732618,Denmark
35964100,China
35815086,Indonesia
30254071,Georgia
30254071,Kansas
30254071,Utah
30254071,United States
34257816,Serbia
34257816,United States
36601956,China
36601956,France
36601956,MK)
36601956,PFK)
36601956,Switzerland
36601956,United Kingdom
25120749,China
32800453,Spain
24269033,Taiwan
35697592,Thailand
22324939,United States
34764044,Egypt
34764044,Saudi Arabia
25028485,United States
37192282,Ann Arbor
37192282,United States
37192282,KW)
37192282,MJ)
38013202,Iran
30059775,Brazil
39189588,China
29790074,United Kingdom
26366278,Pakistan
35973009,United States
35973009,Canada
35973009,FWR)
35973009,India
35973009,Poland
35973009,SB)
38806283,China
23368423,United States
20923529,India
25436073,South Korea
39339842,South Africa
39339842,United States
22856593,Nepal
26714488,Bangladesh
26714488,Japan
33522961,Australia
33522961,United States
32902808,Australia
32902808,Hungary
32902808,Italy
32902808,Malaysia
32902808,Turkey
32902808,United Kingdom
37861214,Turkey
34008397,India
27181699,Japan
31722446,Japan
34551215,Japan
37269072,Denmark
37269072,Germany
37269072,United States
25803546,Australia
26821042,United States
28117694,Belgium
28146063,Mexico
28146063,United States
28346333,Serbia
28654019,Italy
30200659,Germany
30309008,Spain
30326639,Bangladesh
30326639,New Zealand
31484315,Thailand
31652561,Germany
31652561,Norway
31936621,Spain
32599773,France
32668588,Brazil
32764462,Japan
32796734,France
33212780,Spain
33810414,Poland
33801641,New Zealand
33801691,Greece
33801691,United Kingdom
34071718,Japan
34072293,United States
34836280,Switzerland
34836280,Netherlands
34836280,United Kingdom
34836280,United States
34836388,Egypt
34836388,United States
34959744,Canada
34959744,Israel
35010908,Spain
35565740,Italy
35631202,Spain
35807800,Brazil
36235697,Spain
36296976,United Kingdom
36364705,Denmark
36364705,United Kingdom
36501066,Kazakhstan
36501066,Russia
36501066,United States
37513668,Germany
37892479,Australia
37892479,France
37960222,China
37960222,United States
38613059,Denmark
38613059,Sweden
38613059,United States
38892613,Spain
38892613,United States
29429612,Canada
29429612,France
29429612,Germany
29429612,Italy
29429612,United States
29429612,Portugal
30249389,Australia
30249389,Austria
30249389,United States
30249389,Poland
30249389,Spain
30249389,United Kingdom
39568005,Taiwan
34367541,China
28541285,Germany
28541285,Sweden
30631062,China
30631062,France
30631062,United States
32973176,United Kingdom
